item_id,name,width_cm,depth_cm,height_cm,mass_kg,priority,expiry_date,usage_limit,preferred_zone
000656,Protein_Bars,18.3,16.3,18.1,2.7,97,,4465,Crew_Quarters
000657,Protein_Bars,29.9,38.4,48.4,27.79,81,,1831,Crew_Quarters
000658,Battery_Pack,11.1,44.2,32.7,8.02,82,,112,Power_Bay
000659,Microgravity_Lab_Kit,18.8,27.4,10.4,2.1,39,,75,Lab
000660,First_Aid_Kit,24.3,24.8,11.9,5.9,84,,26,Medical_Bay
000661,Handheld_Spectrometer,49.7,28.7,48.9,34.88,1,,2340,Engineering_Bay
000662,Laptop,15.0,23.6,31.1,5.5,61,,4624,Command_Center
000663,Microgravity_Lab_Kit,10.4,29.6,22.4,3.6,67,,88,Crew_Quarters
000664,Battery_Pack,43.8,31.1,38.2,26.02,22,,796,External_Storage
000665,Food_Packet,25.9,12.7,10.2,9.5,36,2026-04-20T00:00:00Z,60,Storage_Bay
000666,Tether_Reel,36.2,21.5,15.2,5.92,35,,3626,Airlock
000667,Food_Packet,23.4,10.5,14.1,1.5,89,2025-05-06T00:00:00Z,68,Crew_Quarters
000668,Gyroscope_Module,31.0,27.9,32.7,14.14,39,,4252,Engineering_Bay
000669,Fire_Extinguisher,12.3,35.7,36.7,8.06,95,,3203,Crew_Quarters
000670,Research_Samples,26.3,13.2,12.0,4.7,16,,2040,Lab
000671,Radiation_Shield,45.8,40.4,33.3,30.81,51,,2495,Storage_Bay
000672,Water_Purification_Unit,29.5,21.3,27.3,8.58,24,,2646,Life_Support
000673,Helmet_Visor,43.4,12.7,29.0,7.99,8,,4475,Storage_Bay
000674,Water_Bottle,45.5,36.5,20.5,17.02,14,,3448,Crew_Quarters
000675,Scientific_Sensor,27.0,24.6,22.4,7.44,92,,3144,Cockpit
000676,CO2_Scrubber,13.2,23.7,33.4,5.22,6,,313,Engineering_Bay
000677,Helmet_Visor,26.0,40.4,21.5,11.29,85,,3514,Storage_Bay
000678,Battery_Pack,19.1,40.0,13.5,5.16,10,,544,External_Storage
000679,Scientific_Sensor,20.9,38.9,12.3,5.0,45,,2021,Lab
000680,Seed_Packets,14.3,10.9,14.1,4.4,53,,1,Lab
000681,Food_Packet,10.4,17.9,16.5,1.8,14,2026-01-16T00:00:00Z,23,Storage_Bay
000682,Cooling_System,12.1,47.9,30.2,8.75,64,,3541,Power_Bay
000683,Fire_Extinguisher,13.3,18.3,40.4,4.92,56,,2373,Engineering_Bay
000684,Water_Purification_Unit,38.5,15.9,37.7,11.54,52,,3538,Life_Support
000685,Fire_Extinguisher,46.4,28.3,31.3,20.55,25,,735,Crew_Quarters
000686,Waste_Management_Kit,29.6,22.7,17.7,1.6,10,,5,Engineering_Bay
000687,Cooling_System,21.3,39.6,42.6,17.97,97,,2224,Engineering_Bay
000688,Water_Purification_Unit,40.5,24.9,48.0,24.2,100,,1709,Crew_Quarters
000689,CO2_Scrubber,29.8,38.4,48.2,27.58,69,,437,Life_Support
000690,Food_Packet,29.2,13.4,16.1,1.2,80,2026-03-26T00:00:00Z,7,Storage_Bay
000691,Fire_Extinguisher,25.4,18.5,36.4,8.55,22,,1170,Crew_Quarters
000692,Laptop,44.3,11.5,13.8,3.52,10,,1033,Command_Center
000693,Scientific_Sensor,23.0,25.6,19.7,5.8,99,,4715,Cockpit
000694,First_Aid_Kit,13.4,29.3,26.4,5.0,30,,29,Crew_Quarters
000695,Tether_Reel,46.1,17.5,48.0,19.36,64,,785,External_Storage
000696,Battery_Pack,16.8,16.3,34.8,4.76,9,,612,Power_Bay
000697,Space_Suit,19.8,37.1,30.2,11.09,68,,521,Storage_Bay
000698,Handheld_Spectrometer,30.1,26.8,18.8,7.58,44,,123,Lab
000699,Microgravity_Lab_Kit,27.4,23.3,23.0,2.7,61,,4,Crew_Quarters
000700,Pressure_Regulator,35.5,30.2,33.1,17.74,64,,903,Engineering_Bay
000701,Scientific_Sensor,17.7,36.1,22.1,7.06,70,,4955,Cockpit
000702,Fire_Extinguisher,38.9,42.7,30.7,25.5,11,,4961,Crew_Quarters
000703,Water_Purification_Unit,49.7,26.7,10.4,6.9,28,,3172,Crew_Quarters
000704,Emergency_Oxygen_Mask,28.3,40.2,27.2,15.47,75,,3070,Medical_Bay
000705,Circuit_Board,30.6,24.0,35.4,13.0,30,,4689,Engineering_Bay
000706,Laptop,12.2,49.7,29.0,8.79,53,,312,Command_Center
000707,Food_Packet,21.8,13.0,27.3,2.1,64,2026-09-05T00:00:00Z,79,Crew_Quarters
000708,Microgravity_Lab_Kit,16.1,14.0,23.9,4.9,75,,61,Lab
000709,Pressure_Regulator,16.6,22.7,48.8,9.19,58,,1233,Engineering_Bay
000710,Tether_Reel,23.2,14.5,26.8,4.51,57,,3951,External_Storage
000711,EV_Suit_Battery,18.2,23.3,19.9,4.22,93,,166,Storage_Bay
000712,Pressure_Regulator,25.7,31.2,47.6,19.08,30,,3654,Engineering_Bay
000713,Vacuum_Sealed_Tools,18.1,35.4,24.8,7.95,73,,659,Maintenance_Bay
000714,Asteroid_Sample_Container,20.1,11.7,13.7,4.7,46,,1303,Storage_Bay
000715,LED_Work_Light,48.0,12.4,38.9,11.58,67,,4261,Engineering_Bay
000716,Helmet_Visor,28.7,25.8,46.7,17.29,42,,1553,Storage_Bay
000717,Lab_Microscope,16.5,21.6,11.0,1.96,87,,2862,Lab
000718,Circuit_Board,36.4,43.5,38.5,30.48,19,,13,Storage_Bay
000719,Medical_Scanner,48.9,45.1,13.0,14.34,4,2025-10-17T00:00:00Z,29,Medical_Bay
000720,Navigation_Module,34.4,21.6,43.4,16.12,29,,2395,Cockpit
000721,Asteroid_Sample_Container,14.7,17.7,24.0,1.6,58,,1838,Lab
000722,Microgravity_Lab_Kit,14.7,18.7,28.3,6.2,49,,62,Crew_Quarters
000723,LED_Work_Light,11.0,39.4,22.2,4.81,33,,2428,Engineering_Bay
000724,Scientific_Sensor,25.0,23.2,16.5,4.79,25,,1430,Cockpit
000725,LED_Work_Light,48.9,16.2,47.1,18.66,20,,409,Maintenance_Bay
000726,Seed_Packets,15.7,19.4,26.1,5.2,21,,83,Greenhouse
000727,Water_Bottle,40.9,13.1,28.2,7.55,32,,3886,Storage_Bay
000728,Medical_Scanner,35.0,25.0,30.7,13.43,91,2025-11-02T00:00:00Z,94,Medical_Bay
000729,Seed_Packets,16.7,14.3,11.7,2.6,1,,39,Greenhouse
000730,LED_Work_Light,13.0,42.6,48.1,13.32,7,,2095,Engineering_Bay
000731,Lab_Microscope,12.7,44.4,43.8,12.35,64,,1891,Lab
000732,First_Aid_Kit,24.1,11.3,18.9,2.0,65,,19,Medical_Bay
000733,Oxygen_Cylinder,20.3,21.7,83.3,46.8,46,,291,Crew_Quarters
000734,Antibiotic_Supply,14.9,44.3,49.3,16.27,2,2025-09-23T00:00:00Z,240,Lab
000735,Gyroscope_Module,15.3,45.9,35.5,12.47,47,,4356,Cockpit
000736,Solar_Panel,92.7,75.8,2.9,11.3,23,,1324,External_Storage
000737,Helmet_Visor,21.3,27.0,37.2,10.7,58,,3696,Storage_Bay
000738,3D_Printer,16.4,40.5,37.3,12.39,69,,4135,Engineering_Bay
000739,Scientific_Sensor,46.0,39.4,34.6,31.35,59,,4905,Lab
000740,Protein_Bars,18.1,33.5,25.0,7.58,77,,1184,Storage_Bay
000741,Asteroid_Sample_Container,12.6,23.3,20.5,4.9,65,,1950,Lab
000742,Protein_Bars,48.5,21.9,29.1,15.45,31,,4982,Crew_Quarters
000743,Gyroscope_Module,22.8,29.6,26.5,8.94,20,,4773,Cockpit
000744,Handheld_Spectrometer,38.1,33.3,19.3,12.24,100,,623,Engineering_Bay
000745,Thruster_Fuel,44.0,31.7,10.7,7.46,56,,942,Engine_Bay
000746,Solar_Panel,43.6,63.2,3.6,14.4,24,,1545,External_Storage
000747,Fire_Extinguisher,33.5,32.2,20.3,10.95,55,,4110,Engineering_Bay
000748,Protein_Bars,23.7,40.5,35.9,17.23,28,,4790,Storage_Bay
000749,3D_Printer,38.2,33.9,13.8,8.94,61,,3318,Engineering_Bay
000750,Water_Purification_Unit,14.5,18.2,28.9,3.81,33,,473,Life_Support
000751,Space_Suit,16.0,13.0,33.2,3.45,54,,4553,Storage_Bay
000752,Protein_Bars,41.0,36.7,11.2,8.43,57,,525,Storage_Bay
000753,Oxygen_Cylinder,18.6,17.6,70.0,16.8,47,,4236,Crew_Quarters
000754,LED_Work_Light,17.6,50.0,40.5,17.82,1,,2730,Maintenance_Bay
000755,Antibiotic_Supply,42.0,42.2,19.8,17.55,59,2027-02-09T00:00:00Z,607,Lab
000756,Emergency_Beacon,32.6,34.2,37.7,21.02,43,,919,Cockpit
000757,Vacuum_Sealed_Tools,45.9,26.6,45.7,27.9,19,,193,Storage_Bay
000758,Seed_Packets,21.6,17.9,27.0,2.9,41,,68,Lab
000759,Gyroscope_Module,25.0,17.2,39.6,8.51,81,,3687,Cockpit
000760,Emergency_Oxygen_Mask,24.9,20.2,44.2,11.12,15,,2426,Medical_Bay
000761,Food_Packet,29.7,13.5,16.3,2.7,40,2025-06-12T00:00:00Z,45,Storage_Bay
000762,Antibiotic_Supply,48.6,46.1,17.5,19.6,59,2026-09-18T00:00:00Z,3362,Medical_Bay
000763,EV_Suit_Battery,34.0,32.9,36.5,20.41,60,,173,Airlock
000764,Communication_Device,38.8,25.9,10.4,5.23,21,,2725,Crew_Quarters
000765,LED_Work_Light,10.3,40.2,14.6,3.02,35,,3347,Maintenance_Bay
000766,Handheld_Spectrometer,22.8,48.6,35.8,19.83,47,,3232,Lab
000767,Pressure_Regulator,15.0,48.4,47.9,17.39,31,,1792,Engineering_Bay
000768,Tool_Kit,26.4,10.0,21.5,5.0,29,,16,Maintenance_Bay
000769,Water_Purification_Unit,39.9,39.7,45.6,36.12,11,,441,Crew_Quarters
000770,Solar_Panel,60.3,46.2,4.6,11.6,64,,3860,Power_Bay
000771,Lab_Microscope,10.5,35.1,21.5,3.96,71,,2635,Lab
000772,Research_Samples,17.1,12.0,17.4,2.2,99,,4724,Storage_Bay
000773,Handheld_Spectrometer,18.4,26.0,24.4,5.84,24,,1908,Lab
000774,Fire_Extinguisher,15.0,44.5,35.7,11.91,81,,1890,Crew_Quarters
000775,Cooling_System,43.9,19.1,10.8,4.53,1,,3471,Engineering_Bay
000776,First_Aid_Kit,16.7,24.1,22.1,9.4,42,,70,Medical_Bay
000777,Space_Suit,38.4,24.7,41.8,19.82,21,,4379,Storage_Bay
000778,Scientific_Sensor,25.1,48.2,14.2,8.59,41,,3695,Cockpit
000779,Thruster_Fuel,16.1,21.1,30.7,5.21,49,,1356,Storage_Bay
000780,Emergency_Oxygen_Mask,31.3,43.6,21.2,14.47,44,,3850,Crew_Quarters
000781,Fire_Extinguisher,32.1,28.0,25.9,11.64,69,,1585,Crew_Quarters
000782,Water_Purification_Unit,43.5,36.6,24.3,19.34,61,,3703,Life_Support
000783,Research_Samples,13.1,10.9,21.9,9.8,46,,2472,Lab
000784,First_Aid_Kit,11.3,12.9,21.7,2.6,78,,43,Crew_Quarters
000785,Fire_Extinguisher,31.6,48.7,32.9,25.32,59,,2429,Crew_Quarters
000786,Medical_Scanner,13.4,48.0,13.9,4.47,72,2026-07-23T00:00:00Z,15,Medical_Bay
000787,LED_Work_Light,22.5,49.1,26.7,14.75,37,,279,Maintenance_Bay
000788,Research_Samples,27.4,22.6,22.5,9.2,24,,3425,Lab
000789,Lab_Microscope,39.5,28.5,16.2,9.12,34,,1578,Medical_Bay
000790,Fire_Extinguisher,34.6,19.1,42.8,14.14,2,,936,Engineering_Bay
000791,Seed_Packets,17.4,26.3,18.7,4.9,24,,62,Greenhouse
000792,Emergency_Beacon,30.5,48.7,26.8,19.9,15,,4835,Command_Center
000793,Microgravity_Lab_Kit,15.6,22.6,26.7,1.6,39,,21,Crew_Quarters
000794,Medical_Scanner,20.2,36.6,25.0,9.24,94,2027-03-10T00:00:00Z,47,Medical_Bay
000795,Antibiotic_Supply,11.1,34.0,32.4,6.11,62,2025-08-27T00:00:00Z,3809,Medical_Bay
000796,Vacuum_Sealed_Tools,26.9,28.9,49.3,19.16,7,,4650,Maintenance_Bay
000797,Cooling_System,42.7,24.0,49.8,25.52,32,,3901,Engineering_Bay
000798,Communication_Device,16.5,23.7,27.5,5.38,66,,116,Command_Center
000799,Research_Samples,19.2,19.8,19.6,6.4,32,,2060,Storage_Bay
000800,Waste_Management_Kit,26.0,14.7,16.6,3.8,56,,53,Sanitation_Bay
000801,CO2_Scrubber,10.3,49.5,30.2,7.7,7,,424,Life_Support
000802,Handheld_Spectrometer,12.2,37.7,42.0,9.66,1,,1862,Lab
000803,Food_Packet,18.6,17.9,18.0,7.8,90,2026-05-17T00:00:00Z,43,Crew_Quarters
000804,Pressure_Regulator,46.9,36.4,21.9,18.69,89,,4795,Airlock
000805,Medical_Scanner,17.2,35.2,34.6,10.47,48,2026-12-25T00:00:00Z,52,Medical_Bay
000806,LED_Work_Light,31.5,16.1,27.7,7.02,3,,2023,Engineering_Bay
000807,Research_Samples,13.2,23.2,21.8,7.9,63,,200,Storage_Bay
000808,Antibiotic_Supply,41.7,15.4,14.2,4.56,64,2026-04-22T00:00:00Z,3249,Medical_Bay
000809,Gyroscope_Module,20.2,41.5,39.3,16.47,15,,519,Cockpit
000810,Tool_Kit,10.3,21.6,19.2,8.9,82,,9,Storage_Bay
000811,Solar_Panel,55.7,66.1,1.7,7.1,13,,2336,External_Storage
000812,Lab_Microscope,21.9,40.5,19.6,8.69,68,,85,Lab
000813,Emergency_Beacon,34.0,17.5,11.3,3.36,81,,3822,Cockpit
000814,Antibiotic_Supply,32.9,47.9,27.5,21.67,70,2027-03-23T00:00:00Z,2415,Medical_Bay
000815,Waste_Management_Kit,25.5,19.2,18.8,9.8,79,,84,Engineering_Bay
000816,First_Aid_Kit,27.2,11.9,19.7,5.3,6,,24,Medical_Bay
000817,Radiation_Shield,42.4,30.8,23.5,15.34,59,,4440,Engineering_Bay
000818,Thruster_Fuel,24.0,44.4,19.6,10.44,37,,562,Engine_Bay
000819,Emergency_Oxygen_Mask,35.5,22.8,35.9,14.53,29,,4118,Crew_Quarters
000820,Cooling_System,11.1,11.2,46.0,2.86,4,,3652,Power_Bay
000821,Laptop,16.3,13.4,17.9,1.95,46,,1994,Command_Center
000822,Radiation_Shield,34.9,15.5,27.5,7.44,94,,4257,Engineering_Bay
000823,Antibiotic_Supply,23.3,25.4,21.0,6.21,23,2026-06-26T00:00:00Z,3258,Medical_Bay
000824,Waste_Management_Kit,29.8,12.5,15.9,6.1,87,,19,Sanitation_Bay
000825,Oxygen_Cylinder,16.9,15.4,75.1,10.6,39,,2747,Crew_Quarters
000826,Fire_Extinguisher,28.2,19.7,19.0,5.28,23,,101,Engineering_Bay
000827,Emergency_Beacon,30.8,41.8,21.4,13.78,86,,3104,Cockpit
000828,Pressure_Regulator,42.0,44.6,21.3,19.95,7,,4472,Airlock
000829,Circuit_Board,36.8,47.6,16.9,14.8,50,,4593,Engineering_Bay
000830,EV_Suit_Battery,43.2,27.7,11.4,6.82,95,,825,Airlock
000831,Oxygen_Cylinder,20.9,29.6,52.3,40.5,34,,4682,Airlock
000832,Scientific_Sensor,37.4,33.1,33.6,20.8,77,,2715,Lab
000833,Water_Bottle,17.1,19.1,14.1,2.3,12,,2159,Storage_Bay
000834,Asteroid_Sample_Container,25.6,27.6,26.0,9.7,45,,227,Storage_Bay
000835,Microgravity_Lab_Kit,12.5,12.7,26.0,8.6,5,,69,Lab
000836,Thruster_Fuel,37.6,13.7,35.7,9.19,74,,3924,Storage_Bay
000837,Emergency_Beacon,44.8,40.4,27.9,25.25,46,,864,Cockpit
000838,Solar_Panel,72.3,95.6,2.0,7.5,82,,2895,Power_Bay
000839,Protein_Bars,15.6,15.3,43.4,5.18,53,,2457,Crew_Quarters
000840,Microgravity_Lab_Kit,24.4,15.1,27.5,9.2,17,,10,Lab
000841,Laptop,44.6,38.5,21.8,18.72,78,,2700,Command_Center
000842,EV_Suit_Battery,26.9,28.4,45.4,17.34,1,,933,Airlock
000843,Pressure_Regulator,24.7,30.1,20.3,7.55,29,,4788,Airlock
000844,Microgravity_Lab_Kit,20.7,15.8,10.5,9.5,87,,15,Lab
000845,Asteroid_Sample_Container,13.6,22.8,22.2,6.1,54,,3437,Lab
000846,Waste_Management_Kit,21.3,19.8,22.4,1.6,38,,90,Engineering_Bay
000847,Circuit_Board,45.7,14.4,26.5,8.72,88,,1791,Engineering_Bay
000848,Fire_Extinguisher,22.6,44.8,19.5,9.87,56,,2025,Engineering_Bay
000849,Seed_Packets,21.7,14.6,23.2,5.9,45,,93,Greenhouse
000850,Oxygen_Cylinder,16.6,23.1,53.8,27.9,39,,501,Airlock
000851,Helmet_Visor,46.1,23.1,49.4,26.3,67,,3860,Storage_Bay
000852,Water_Purification_Unit,27.2,34.3,41.2,19.22,1,,652,Life_Support
000853,Emergency_Oxygen_Mask,34.0,24.6,45.2,18.9,61,,1660,Crew_Quarters
000854,Pressure_Regulator,32.2,25.8,12.7,5.28,44,,2380,Airlock
000855,Fire_Extinguisher,45.9,37.0,35.9,30.48,78,,3935,Engineering_Bay
000856,Antibiotic_Supply,48.1,30.4,17.6,12.87,92,2027-03-14T00:00:00Z,469,Medical_Bay
000857,Gyroscope_Module,19.4,47.5,26.6,12.26,66,,1957,Cockpit
000858,CO2_Scrubber,29.6,26.1,45.8,17.69,39,,167,Engineering_Bay
000859,Circuit_Board,49.4,43.3,14.5,15.51,2,,708,Storage_Bay
000860,LED_Work_Light,49.9,37.3,23.9,22.24,29,,333,Engineering_Bay
000861,Vacuum_Sealed_Tools,31.9,39.1,30.5,19.02,33,,4726,Maintenance_Bay
000862,Protein_Bars,36.8,41.3,37.3,28.35,28,,911,Storage_Bay
000863,Gyroscope_Module,32.3,31.8,22.9,11.76,3,,3446,Cockpit
000864,Circuit_Board,45.0,20.2,28.4,12.91,39,,1037,Storage_Bay
000865,Emergency_Oxygen_Mask,42.4,43.1,34.0,31.07,30,,3153,Crew_Quarters
000866,Circuit_Board,12.2,45.9,40.1,11.23,75,,1136,Engineering_Bay
000867,Research_Samples,11.2,29.4,20.0,3.1,33,,3836,Storage_Bay
000868,Lab_Microscope,10.9,41.0,39.9,8.92,15,,4660,Lab
000869,Tether_Reel,29.1,45.4,46.3,30.58,89,,532,Airlock
000870,Navigation_Module,46.9,17.8,30.0,12.52,89,,4838,Command_Center
000871,Circuit_Board,16.9,16.3,49.0,6.75,95,,1387,Storage_Bay
000872,EV_Suit_Battery,48.1,26.0,46.6,29.14,7,,397,Airlock
000873,Circuit_Board,41.6,14.8,31.6,9.73,11,,4571,Engineering_Bay
000874,Thruster_Fuel,23.5,42.5,46.7,23.32,73,,3205,Storage_Bay
000875,Water_Purification_Unit,41.5,37.0,35.1,26.95,54,,1195,Life_Support
000876,EV_Suit_Battery,33.7,26.1,25.6,11.26,87,,972,Airlock
000877,Asteroid_Sample_Container,18.2,12.8,17.9,1.3,100,,2315,Lab
000878,EV_Suit_Battery,24.3,36.8,20.8,9.3,70,,786,Airlock
000879,Asteroid_Sample_Container,13.5,13.2,23.5,5.1,42,,2711,Storage_Bay
000880,Water_Bottle,45.4,11.2,43.1,10.96,87,,3386,Crew_Quarters
000881,EV_Suit_Battery,26.5,40.8,16.5,8.92,47,,752,Airlock
000882,Asteroid_Sample_Container,18.8,15.4,17.4,2.0,41,,4411,Lab
000883,Protein_Bars,30.9,36.0,12.7,7.06,58,,3641,Crew_Quarters
000884,Oxygen_Cylinder,17.7,27.7,72.6,30.6,33,,3478,Crew_Quarters
000885,Battery_Pack,15.0,48.4,31.9,11.58,61,,773,External_Storage
000886,CO2_Scrubber,25.3,27.7,19.2,6.73,57,,978,Life_Support
000887,LED_Work_Light,22.9,29.0,43.9,14.58,33,,4304,Engineering_Bay
000888,Research_Samples,11.1,20.7,10.1,5.7,50,,439,Storage_Bay
000889,Circuit_Board,43.0,47.4,27.8,28.33,81,,4407,Storage_Bay
000890,Asteroid_Sample_Container,14.9,13.6,12.9,9.9,85,,2659,Lab
000891,Tool_Kit,28.2,29.6,27.3,9.4,45,,53,Storage_Bay
000892,Radiation_Shield,10.3,22.4,12.3,1.42,6,,3394,Engineering_Bay
000893,Water_Bottle,10.7,43.6,31.1,7.25,70,,2329,Storage_Bay
000894,Thruster_Fuel,32.5,49.7,30.2,24.39,45,,3654,Storage_Bay
000895,Lab_Microscope,44.7,25.4,19.4,11.01,22,,1178,Medical_Bay
000896,Medical_Scanner,33.5,36.6,29.7,18.21,95,2026-12-28T00:00:00Z,21,Lab
000897,Circuit_Board,22.8,47.9,38.4,20.97,8,,2823,Storage_Bay
000898,Antibiotic_Supply,21.9,36.4,24.1,9.61,47,2025-08-08T00:00:00Z,2360,Lab
000899,Radiation_Shield,41.4,41.6,26.2,22.56,62,,2658,Storage_Bay
000900,Medical_Scanner,13.2,45.3,15.0,4.48,96,2026-12-09T00:00:00Z,55,Medical_Bay
000901,Pressure_Regulator,26.7,27.8,44.2,16.4,12,,4147,Airlock
000902,Protein_Bars,45.2,18.6,33.8,14.21,89,,1673,Storage_Bay
000903,LED_Work_Light,37.6,19.1,15.1,5.42,63,,1285,Engineering_Bay
000904,Antibiotic_Supply,46.5,34.1,35.8,28.38,39,2027-02-16T00:00:00Z,4230,Lab
000905,EV_Suit_Battery,45.4,46.9,24.6,26.19,33,,135,Airlock
000906,Vacuum_Sealed_Tools,27.7,49.1,45.3,30.81,34,,2110,Maintenance_Bay
000907,Microgravity_Lab_Kit,28.5,29.0,20.6,2.8,91,,80,Crew_Quarters
000908,Water_Bottle,33.6,24.2,38.3,15.57,67,,4706,Crew_Quarters
000909,Fire_Extinguisher,10.1,16.2,23.8,1.95,92,,1409,Crew_Quarters
000910,Emergency_Oxygen_Mask,26.4,44.9,33.9,20.09,27,,3255,Crew_Quarters
000911,Asteroid_Sample_Container,29.6,16.3,22.2,9.0,98,,4383,Storage_Bay
000912,Research_Samples,11.5,20.5,19.4,4.4,85,,4778,Lab
000913,Tether_Reel,47.1,29.5,48.2,33.49,54,,1710,Airlock
000914,3D_Printer,40.5,37.9,41.1,31.54,63,,2193,Engineering_Bay
000915,Vacuum_Sealed_Tools,16.1,12.7,28.0,2.86,73,,1114,Storage_Bay
000916,Emergency_Beacon,14.9,21.2,40.5,6.4,9,,1279,Command_Center
000917,Tool_Kit,20.2,14.3,13.4,8.8,28,,67,Maintenance_Bay
000918,3D_Printer,28.1,23.9,15.3,5.14,30,,4156,Engineering_Bay
000919,Medical_Scanner,33.3,34.2,45.3,25.8,79,2026-09-27T00:00:00Z,43,Medical_Bay
000920,Thruster_Fuel,45.7,18.6,42.4,18.02,77,,1952,Engine_Bay
000921,Tether_Reel,36.0,30.1,35.1,19.02,67,,4273,Airlock
000922,Cooling_System,36.1,11.2,49.5,10.01,21,,2241,Engineering_Bay
000923,Antibiotic_Supply,49.9,29.9,18.0,13.43,70,2026-02-18T00:00:00Z,3077,Medical_Bay
000924,Lab_Microscope,17.1,21.8,42.7,7.96,40,,3268,Medical_Bay
000925,CO2_Scrubber,33.7,46.0,16.0,12.4,91,,279,Life_Support
000926,Radiation_Shield,27.6,35.4,49.2,24.04,30,,819,Storage_Bay
000927,CO2_Scrubber,44.1,33.9,13.0,9.72,85,,435,Engineering_Bay
000928,Circuit_Board,44.2,27.0,34.1,20.35,81,,3406,Storage_Bay
000929,Seed_Packets,14.1,20.9,27.8,8.4,40,,20,Lab
000930,Water_Purification_Unit,36.8,40.0,44.6,32.83,65,,1011,Crew_Quarters
000931,Oxygen_Cylinder,29.4,21.3,69.3,30.6,58,,1399,Airlock
000932,Helmet_Visor,32.1,22.6,18.8,6.82,100,,1527,Crew_Quarters
000933,LED_Work_Light,35.4,11.0,38.7,7.53,71,,2848,Maintenance_Bay
000934,Food_Packet,19.5,18.5,24.4,1.2,98,2025-05-09T00:00:00Z,40,Storage_Bay
000935,LED_Work_Light,49.8,26.3,13.5,8.84,81,,868,Engineering_Bay
000936,Emergency_Oxygen_Mask,47.1,30.4,31.5,22.55,91,,2998,Crew_Quarters
000937,Scientific_Sensor,27.5,36.8,31.0,15.69,31,,3860,Lab
000938,Battery_Pack,49.6,17.8,20.6,9.09,99,,871,External_Storage
000939,LED_Work_Light,34.8,43.1,46.2,34.65,51,,944,Maintenance_Bay
000940,Water_Purification_Unit,29.0,34.2,32.4,16.07,22,,4985,Life_Support
000941,Waste_Management_Kit,10.6,25.1,22.6,6.8,48,,92,Engineering_Bay
000942,Medical_Scanner,17.0,25.5,44.1,9.56,98,2025-05-20T00:00:00Z,8,Lab
000943,LED_Work_Light,49.8,11.9,37.4,11.08,68,,3026,Engineering_Bay
000944,Handheld_Spectrometer,42.0,46.7,31.9,31.28,6,,4955,Engineering_Bay
000945,Pressure_Regulator,15.1,24.5,35.8,6.62,52,,1172,Engineering_Bay
000946,Emergency_Oxygen_Mask,14.4,19.0,32.6,4.46,19,,4867,Crew_Quarters
000947,Tool_Kit,15.7,10.6,21.6,6.7,40,,10,Storage_Bay
000948,Microgravity_Lab_Kit,11.8,18.5,23.0,8.5,24,,16,Crew_Quarters
000949,Oxygen_Cylinder,19.2,24.1,45.8,43.9,82,,911,Airlock
000950,CO2_Scrubber,18.8,29.0,12.6,3.43,96,,565,Life_Support
000951,Battery_Pack,48.2,34.0,15.2,12.45,86,,724,Power_Bay
000952,Helmet_Visor,31.2,27.6,33.2,14.29,91,,2886,Crew_Quarters
000953,Food_Packet,10.5,23.4,20.5,6.7,48,2027-02-24T00:00:00Z,15,Crew_Quarters
000954,Emergency_Oxygen_Mask,42.5,35.7,31.3,23.74,46,,2440,Crew_Quarters
000955,Fire_Extinguisher,11.4,14.5,10.1,0.83,29,,4996,Engineering_Bay
000956,Water_Bottle,41.4,37.1,15.7,12.06,70,,1112,Storage_Bay
000957,Emergency_Beacon,48.4,22.5,41.1,22.38,54,,695,Cockpit
000958,Space_Suit,41.0,44.4,10.2,9.28,90,,3030,Airlock
000959,Seed_Packets,11.2,10.7,11.8,6.0,67,,85,Greenhouse
000960,Research_Samples,17.9,20.2,22.1,6.5,88,,2209,Lab
000961,Circuit_Board,37.5,49.6,29.5,27.43,30,,4629,Engineering_Bay
000962,Water_Purification_Unit,33.4,23.2,37.1,14.37,30,,3294,Crew_Quarters
000963,Food_Packet,20.8,16.5,29.7,6.7,64,2026-02-07T00:00:00Z,48,Storage_Bay
000964,Water_Bottle,15.2,27.9,31.1,6.59,12,,1294,Storage_Bay
000965,Research_Samples,10.5,21.8,17.1,1.9,25,,843,Storage_Bay
000966,Fire_Extinguisher,22.1,31.9,23.9,8.42,94,,3706,Engineering_Bay
000967,Oxygen_Cylinder,28.9,29.3,79.6,21.1,51,,2065,Crew_Quarters
000968,Waste_Management_Kit,29.0,14.3,13.3,4.4,70,,66,Sanitation_Bay
000969,Tether_Reel,17.0,10.5,31.5,2.81,58,,2741,External_Storage
000970,Waste_Management_Kit,17.9,18.8,21.6,3.1,40,,17,Engineering_Bay
000971,Emergency_Oxygen_Mask,37.3,34.9,12.3,8.01,83,,3521,Medical_Bay
000972,Water_Bottle,31.4,38.4,29.3,17.66,5,,2357,Crew_Quarters
000973,Scientific_Sensor,21.6,38.8,48.5,20.32,88,,4420,Lab
000974,CO2_Scrubber,19.4,16.2,19.3,3.03,64,,329,Engineering_Bay
000975,Tether_Reel,21.4,30.7,33.6,11.04,66,,1959,External_Storage
000976,CO2_Scrubber,14.2,34.8,13.1,3.24,62,,769,Engineering_Bay
000977,Pressure_Regulator,48.7,40.4,13.9,13.67,89,,3922,Engineering_Bay
000978,Research_Samples,17.9,23.9,15.2,2.6,83,,4161,Storage_Bay
